1644.00,-870.00
888.26,229.48,676.44,415.15,0
1496.85,-511.44,258.74,340.41,0
1723.67,107.33,413.33,63.33,1
2443.67,484.00,386.67,520.00,1
3140.33,-322.67,313.33,260.00,1
3823.67,90.67,193.33,203.33,2
1563.67,974.00,510.00,283.33,1
3047.00,1044.00,556.67,373.33,0
1923.67,500.67,150.00,236.67,0
2423.67,-82.67,390.00,243.33,0
3350.33,624.00,316.67,333.33,0
3977.00,624.00,240.00,323.33,0
7603.00,20919.00,58500.00,37800.00,0
54794.00,81593.00,68861.00,57512.00,0
105607.00,157239.00,24951.00,21647.00,0
-766.00,4420.00,37755.67,8144.00,1
-1312.67,13603.67,38147.34,1900.00,2
