25214.00,20732.00
18907.00,23128.00,19500.00,2700.00,0
35611.00,48298.00,24357.00,7706.00,0
58882.00,24956.00,16884.00,9232.00,0
4932.00,2046.00,10579.00,16896.00,0
-1996.00,47742.00,15298.00,11500.00,0
88619.00,4442.00,19750.00,3000.00,0
109060.00,52998.00,6561.00,17075.00,0
51120.00,72061.00,20499.00,518.00,0
-11326.00,32646.00,17432.00,3932.00,0
-9598.00,-26828.00,13800.00,2811.00,0
124086.00,-19058.00,26474.00,5900.00,0
114604.00,39053.00,20504.00,19722.00,0
20308.00,93100.00,21848.00,13287.00,0
17381.00,64524.00,2311.00,1902.00,0
18269.00,62155.00,4700.00,3200.00,0
22369.00,63455.00,3100.00,8300.00,0
15069.00,67055.00,12200.00,6300.00,0
84450.00,42455.00,2300.00,21500.00,0
43150.00,32855.00,2300.00,4800.00,1
66850.00,43255.00,2500.00,8300.00,1
31050.00,66955.00,13000.00,7800.00,1
98750.00,19755.00,6100.00,7600.00,1
-493.00,84255.00,1831.00,5100.00,1
77932.00,86155.00,200.00,0.00,1
125332.00,65155.00,4800.00,10500.00,1
92309.00,36806.00,384.00,4823.00,1
58130.00,5755.00,15394.00,5135.00,1
25605.00,4275.00,6934.00,4500.00,1
122690.00,34409.00,3242.00,3527.00,2
82633.00,12875.00,236.00,9100.00,1
83833.00,12475.00,400.00,10600.00,1
85933.00,11775.00,1600.00,10700.00,1
218.00,126372.00,114867.00,17349.00,0
